Date,Open,High,Low,Close,Volume,Daily_Return
1986-03-13,0.0,9.438912934445415e-05,0.0,9.62212164823511e-05,1.0,
1986-03-14,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.2986657565101961,0.6056996133318038
1986-03-17,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.1290682619730185,0.6056996133318038
1986-03-18,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.06567855641359152,0.6056996133318038
1986-03-19,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.046418798912069126,0.6056996133318038
1986-03-20,9.598265936899375e-05,9.438912934445415e-05,0.0,9.62212164823511e-05,0.05663484306678145,0.6056996133318038
1986-03-21,9.598265936899375e-05,9.438912934445415e-05,0.0,0.0,0.058142128867656066,0.3878573519403037
1986-03-24,0.0,0.0,0.0,0.0,0.06327806726411438,0.6056996133318038
1986-03-25,0.0,0.0,0.0,0.0,0.031094733044610037,0.6056996133318038
1986-03-26,0.0,9.438912934445415e-05,0.0,0.0,0.02205102261467521,0.6056996133318038
1986-03-27,0.0,9.438912934445415e-05,0.0,9.62212164823511e-05,0.016328921366531607,0.8498968983112934
1986-03-31,9.598265936899375e-05,9.438912934445415e-05,0.0,9.62212164823511e-05,0.012476972491414846,0.6056996133318038
1986-04-01,9.598265936899375e-05,9.438912934445415e-05,0.0,0.0,0.010746385306475491,0.3878573519403037
1986-04-02,0.0,9.438912934445415e-05,0.0,9.62212164823511e-05,0.02618210040752933,0.8498968983112934
1986-04-03,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.022330150073974948,0.6056996133318038
1986-04-04,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.025763412864673776,0.6056996133318038
1986-04-07,9.598265936899375e-05,9.438912934445415e-05,0.0,0.0,0.016049795365669493,0.3878573519403037
1986-04-08,0.0,9.438912934445415e-05,0.0,9.62212164823511e-05,0.009936918153850215,0.8498968983112934
1986-04-09,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.011779155301603129,0.6056996133318038
1986-04-10,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.013453914223651057,0.6056996133318038
1986-04-11,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.016691787209465025,0.6056996133318038
1986-04-14,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.011779155301603129,0.6056996133318038
1986-04-15,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.009015798850754948,0.6056996133318038
1986-04-16,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.0309272584649991,0.6056996133318038
1986-04-17,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.02132529457490243,0.6056996133318038
1986-04-18,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.020962429461187822,0.6056996133318038
1986-04-21,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.022218499381942577,0.6056996133318038
1986-04-22,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.01507284925812042,0.6056996133318038
1986-04-23,9.598265936899375e-05,9.438912934445415e-05,9.676808866956378e-05,9.62212164823511e-05,0.015128678979449467,0.6056996133318038
1986-04-24,9.598265936899375e-05,0.00019377054966284628,9.676808866956378e-05,0.00019753162399636427,0.060430965866663224,0.8350636671462246
1986-04-25,0.00019704189235774988,0.00029048167480913195,0.00019865429273001486,0.0002961199060748372,0.08315189409197027,0.8061257547465311
1986-04-28,0.00029538574875919105,0.00029048167480913195,0.00019865429273001486,0.0002961199060748372,0.027996423059227126,0.6056996133318038
1986-04-29,0.00029538574875919105,0.00029048167480913195,0.00019865429273001486,0.00019753162399636427,0.02939205962650699,0.4233774597503518
1986-04-30,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.02995031454510646,0.6056996133318038
1986-05-01,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.0526712420411947,0.6056996133318038
1986-05-02,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.01962261823992414,0.6056996133318038
1986-05-05,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.003154136060617906,0.6056996133318038
1986-05-06,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.00943448785204812,0.6056996133318038
1986-05-07,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.004996368833057959,0.6056996133318038
1986-05-08,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.003433262061480021,0.6056996133318038
1986-05-09,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.005889578015410969,0.6056996133318038
1986-05-12,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.010160218808696143,0.6056996133318038
1986-05-13,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.0037123887915609458,0.6056996133318038
1986-05-14,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.009015798850754948,0.6056996133318038
1986-05-15,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.003684474295505828,0.6056996133318038
1986-05-16,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.011583764767499456,0.6056996133318038
1986-05-19,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.01066264765206062,0.6056996133318038
1986-05-20,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.060068104399042664,0.6056996133318038
1986-05-21,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.007843467313633874,0.6056996133318038
1986-05-22,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.0042706407932851746,0.6056996133318038
1986-05-23,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.003963600296367943,0.6056996133318038
1986-05-27,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.013453914223651057,0.6056996133318038
1986-05-28,0.00019704189235774988,0.00019377054966284628,0.00019865429273001486,0.00019753162399636427,0.015044941325034594,0.6056996133318038
1986-05-29,0.00019704189235774988,0.00029048167480913195,0.00019865429273001486,0.0002961199060748372,0.04426952418427422,0.8061257547465311
1986-05-30,0.00029538574875919105,0.00029048167480913195,0.0002978029001860377,0.0002961199060748372,0.026237923565889082,0.6056996133318038
1986-06-02,0.00029538574875919105,0.00029048167480913195,0.0002978029001860377,0.0002961199060748372,0.019120192313434908,0.6056996133318038
1986-06-03,0.00029538574875919105,0.00029048167480913195,0.00019865429273001486,0.0002961199060748372,0.004856808020283332,0.6056996133318038
1986-06-04,0.00029538574875919105,0.00029048167480913195,0.00019865429273001486,0.0002961199060748372,0.004577682019421218,0.6056996133318038
1986-06-05,0.00029538574875919105,0.00029048167480913195,0.00019865429273001486,0.0002961199060748372,0.013286440373258932,0.6056996133318038
1986-06-06,0.00029538574875919105,0.00029048167480913195,0.0002978029001860377,0.0002961199060748372,0.0033216084525724103,0.6056996133318038
